PLU,CATEGORY,COMMODITY,VARIETY,SIZE,MEASUREMENTS: NORTH AMERICA,MEASUREMENTS: REST OF WORLD,RESTRICTIONS / NOTES,BOTANICAL NAME,AKA,NOTES,REVISION DATE,DATE ADDED,GPC,IMAGE,IMAGE_SOURCE
3000,Fruits,APPLES,Alkmene,    All Sizes        ,,,Malus domestica,test note,##########,##########,,,,,
